datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,tie_line,actual_flow,sched_flow,inadv_flow
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,AEP-C,0.0,0.0,0.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,AEP-P,0.0,0.0,0.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,ALEX,0.0,0.0,0.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,ALTE,-776.0,-50.0,-726.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,ALTW,-86.0,0.0,-86.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,ALWX,0.0,0.0,0.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,AMIL,1537.0,928.0,609.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,APS,0.0,0.0,0.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,CIN,-1073.0,750.0,-1823.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,CPLE,1371.0,-95.0,1466.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,CPLW,-187.0,0.0,-187.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,CWLP,-40.0,0.0,-40.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,DUK,120.0,542.0,-422.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,FE,0.0,0.0,0.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,HUDS,0.0,0.0,0.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,IPL,28.0,275.0,-247.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,LAGN,0.0,1285.0,-1285.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,LGEE,468.0,362.0,106.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,LIND,299.0,299.0,0.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,MEC,-321.0,-570.0,249.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,MECS,196.0,455.0,-259.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,NEPT,-9.0,-9.0,0.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,NIPS,-551.0,0.0,-551.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,NYIS,-531.0,-317.0,-214.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,OVEC,2276.0,1553.0,723.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,SIGE,37.0,0.0,37.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,TVA,1113.0,90.0,1023.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,WEC,1768.0,-90.0,1858.0
2014-01-23 05:00:00,2014-01-23 00:00:00,2014-01-23 06:00:00,2014-01-23 01:00:00,WECX,0.0,0.0,0.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,AEP-C,0.0,0.0,0.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,AEP-P,0.0,0.0,0.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,ALEX,0.0,0.0,0.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,ALTE,-783.0,-100.0,-683.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,ALTW,-140.0,0.0,-140.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,ALWX,0.0,0.0,0.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,AMIL,1446.0,770.0,676.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,APS,0.0,0.0,0.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,CIN,-1105.0,550.0,-1655.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,CPLE,1303.0,-95.0,1398.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,CPLW,-205.0,0.0,-205.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,CWLP,-45.0,0.0,-45.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,DUK,29.0,363.0,-334.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,FE,0.0,0.0,0.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,HUDS,0.0,0.0,0.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,IPL,-22.0,75.0,-97.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,LAGN,0.0,1312.0,-1312.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,LGEE,488.0,638.0,-150.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,LIND,308.0,308.0,0.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,MEC,-429.0,-570.0,141.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,MECS,102.0,350.0,-248.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,NEPT,0.0,0.0,0.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,NIPS,-577.0,0.0,-577.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,NYIS,-183.0,-104.0,-79.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,OVEC,2308.0,1553.0,755.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,SIGE,41.0,0.0,41.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,TVA,1074.0,414.0,660.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,WEC,1775.0,-90.0,1865.0
2014-01-23 06:00:00,2014-01-23 01:00:00,2014-01-23 07:00:00,2014-01-23 02:00:00,WECX,0.0,0.0,0.0
2014-01-23 07:00:00,2014-01-23 02:00:00,2014-01-23 08:00:00,2014-01-23 03:00:00,AEP-C,0.0,0.0,0.0
2014-01-23 07:00:00,2014-01-23 02:00:00,2014-01-23 08:00:00,2014-01-23 03:00:00,AEP-P,0.0,0.0,0.0
2014-01-23 07:00:00,2014-01-23 02:00:00,2014-01-23 08:00:00,2014-01-23 03:00:00,ALEX,0.0,0.0,0.0
2014-01-23 07:00:00,2014-01-23 02:00:00,2014-01-23 08:00:00,2014-01-23 03:00:00,ALTE,-746.0,-100.0,-646.0
2014-01-23 07:00:00,2014-01-23 02:00:00,2014-01-23 08:00:00,2014-01-23 03:00:00,ALTW,-95.0,0.0,-95.0
2014-01-23 07:00:00,2014-01-23 02:00:00,2014-01-23 08:00:00,2014-01-23 03:00:00,ALWX,0.0,0.0,0.0
2014-01-23 07:00:00,2014-01-23 02:00:00,2014-01-23 08:00:00,2014-01-23 03:00:00,AMIL,1508.0,770.0,738.0
2014-01-23 07:00:00,2014-01-23 02:00:00,2014-01-23 08:00:00,2014-01-23 03:00:00,APS,0.0,0.0,0.0
2014-01-23 07:00:00,2014-01-23 02:00:00,2014-01-23 08:00:00,2014-01-23 03:00:00,CIN,-1216.0,600.0,-1816.0
2014-01-23 07:00:00,2014-01-23 02:00:00,2014-01-23 08:00:00,2014-01-23 03:00:00,CPLE,1202.0,-95.0,1297.0
2014-01-23 07:00:00,2014-01-23 02:00:00,2014-01-23 08:00:00,2014-01-23 03:00:00,CPLW,-224.0,0.0,-224.0
2014-01-23 07:00:00,2014-01-23 02:00:00,2014-01-23 08:00:00,2014-01-23 03:00:00,CWLP,-40.0,0.0,-40.0
