datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,tie_line,actual_flow,sched_flow,inadv_flow
2021-09-03 04:00:00,2021-09-03 00:00:00,2021-09-03 05:00:00,2021-09-03 01:00:00,ALTE,-439.0,-100.0,339.0
2021-09-03 04:00:00,2021-09-03 00:00:00,2021-09-03 05:00:00,2021-09-03 01:00:00,ALTW,-159.0,0.0,159.0
2021-09-03 04:00:00,2021-09-03 00:00:00,2021-09-03 05:00:00,2021-09-03 01:00:00,AMIL,1138.0,-347.75,-1485.75
2021-09-03 04:00:00,2021-09-03 00:00:00,2021-09-03 05:00:00,2021-09-03 01:00:00,CIN,-26.0,-75.0,-49.0
2021-09-03 04:00:00,2021-09-03 00:00:00,2021-09-03 05:00:00,2021-09-03 01:00:00,CPLE,129.0,167.0,38.0
2021-09-03 04:00:00,2021-09-03 00:00:00,2021-09-03 05:00:00,2021-09-03 01:00:00,CPLW,-52.0,0.0,52.0
2021-09-03 04:00:00,2021-09-03 00:00:00,2021-09-03 05:00:00,2021-09-03 01:00:00,CWLP,-24.0,0.0,24.0
2021-09-03 04:00:00,2021-09-03 00:00:00,2021-09-03 05:00:00,2021-09-03 01:00:00,DUK,177.0,-134.0,-311.0
2021-09-03 04:00:00,2021-09-03 00:00:00,2021-09-03 05:00:00,2021-09-03 01:00:00,HUDS,-468.252,-468.252,0.0
2021-09-03 04:00:00,2021-09-03 00:00:00,2021-09-03 05:00:00,2021-09-03 01:00:00,IPL,-29.0,0.0,29.0
2021-09-03 04:00:00,2021-09-03 00:00:00,2021-09-03 05:00:00,2021-09-03 01:00:00,LAGN,0.0,0.0,0.0
2021-09-03 04:00:00,2021-09-03 00:00:00,2021-09-03 05:00:00,2021-09-03 01:00:00,LGEE,278.0,-61.0,-339.0
2021-09-03 04:00:00,2021-09-03 00:00:00,2021-09-03 05:00:00,2021-09-03 01:00:00,LIND,-321.077,-321.077,0.0
2021-09-03 04:00:00,2021-09-03 00:00:00,2021-09-03 05:00:00,2021-09-03 01:00:00,MDU,0.0,0.0,0.0
2021-09-03 04:00:00,2021-09-03 00:00:00,2021-09-03 05:00:00,2021-09-03 01:00:00,MEC,-570.0,-654.0,-84.0
2021-09-03 04:00:00,2021-09-03 00:00:00,2021-09-03 05:00:00,2021-09-03 01:00:00,MECS,-2896.0,-865.0,2031.0
2021-09-03 04:00:00,2021-09-03 00:00:00,2021-09-03 05:00:00,2021-09-03 01:00:00,NEPT,-381.609,-381.609,0.0
2021-09-03 04:00:00,2021-09-03 00:00:00,2021-09-03 05:00:00,2021-09-03 01:00:00,NIPS,-1232.0,-450.0,782.0
2021-09-03 04:00:00,2021-09-03 00:00:00,2021-09-03 05:00:00,2021-09-03 01:00:00,NYIS,-708.1,-742.0,-33.9
2021-09-03 04:00:00,2021-09-03 00:00:00,2021-09-03 05:00:00,2021-09-03 01:00:00,SIGE,7.0,0.0,-7.0
2021-09-03 04:00:00,2021-09-03 00:00:00,2021-09-03 05:00:00,2021-09-03 01:00:00,TVA,637.0,0.0,-637.0
2021-09-03 04:00:00,2021-09-03 00:00:00,2021-09-03 05:00:00,2021-09-03 01:00:00,WEC,544.0,0.0,-544.0
2021-09-03 05:00:00,2021-09-03 01:00:00,2021-09-03 06:00:00,2021-09-03 02:00:00,ALTE,-570.0,-863.75,-293.75
2021-09-03 05:00:00,2021-09-03 01:00:00,2021-09-03 06:00:00,2021-09-03 02:00:00,ALTW,-128.0,0.0,128.0
2021-09-03 05:00:00,2021-09-03 01:00:00,2021-09-03 06:00:00,2021-09-03 02:00:00,AMIL,1115.0,-18.75,-1133.75
2021-09-03 05:00:00,2021-09-03 01:00:00,2021-09-03 06:00:00,2021-09-03 02:00:00,CIN,19.0,0.0,-19.0
2021-09-03 05:00:00,2021-09-03 01:00:00,2021-09-03 06:00:00,2021-09-03 02:00:00,CPLE,-49.0,205.0,254.0
2021-09-03 05:00:00,2021-09-03 01:00:00,2021-09-03 06:00:00,2021-09-03 02:00:00,CPLW,-39.0,0.0,39.0
2021-09-03 05:00:00,2021-09-03 01:00:00,2021-09-03 06:00:00,2021-09-03 02:00:00,CWLP,-13.0,0.0,13.0
2021-09-03 05:00:00,2021-09-03 01:00:00,2021-09-03 06:00:00,2021-09-03 02:00:00,DUK,123.0,-286.0,-409.0
2021-09-03 05:00:00,2021-09-03 01:00:00,2021-09-03 06:00:00,2021-09-03 02:00:00,HUDS,-242.736,-242.736,0.0
2021-09-03 05:00:00,2021-09-03 01:00:00,2021-09-03 06:00:00,2021-09-03 02:00:00,IPL,14.0,0.0,-14.0
2021-09-03 05:00:00,2021-09-03 01:00:00,2021-09-03 06:00:00,2021-09-03 02:00:00,LAGN,0.0,0.0,0.0
2021-09-03 05:00:00,2021-09-03 01:00:00,2021-09-03 06:00:00,2021-09-03 02:00:00,LGEE,245.0,-61.0,-306.0
2021-09-03 05:00:00,2021-09-03 01:00:00,2021-09-03 06:00:00,2021-09-03 02:00:00,LIND,-321.077,-321.077,0.0
2021-09-03 05:00:00,2021-09-03 01:00:00,2021-09-03 06:00:00,2021-09-03 02:00:00,MDU,0.0,0.0,0.0
2021-09-03 05:00:00,2021-09-03 01:00:00,2021-09-03 06:00:00,2021-09-03 02:00:00,MEC,-527.0,-654.0,-127.0
2021-09-03 05:00:00,2021-09-03 01:00:00,2021-09-03 06:00:00,2021-09-03 02:00:00,MECS,-2930.0,-739.0,2191.0
2021-09-03 05:00:00,2021-09-03 01:00:00,2021-09-03 06:00:00,2021-09-03 02:00:00,NEPT,-381.635,-381.635,0.0
2021-09-03 05:00:00,2021-09-03 01:00:00,2021-09-03 06:00:00,2021-09-03 02:00:00,NIPS,-1196.0,-450.0,746.0
2021-09-03 05:00:00,2021-09-03 01:00:00,2021-09-03 06:00:00,2021-09-03 02:00:00,NYIS,-499.432,-613.75,-114.318
2021-09-03 05:00:00,2021-09-03 01:00:00,2021-09-03 06:00:00,2021-09-03 02:00:00,SIGE,15.0,0.0,-15.0
2021-09-03 05:00:00,2021-09-03 01:00:00,2021-09-03 06:00:00,2021-09-03 02:00:00,TVA,396.0,0.0,-396.0
2021-09-03 05:00:00,2021-09-03 01:00:00,2021-09-03 06:00:00,2021-09-03 02:00:00,WEC,346.0,-171.5,-517.5
