datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,tie_line,actual_flow,sched_flow,inadv_flow
2021-04-19 04:00:00,2021-04-19 00:00:00,2021-04-19 05:00:00,2021-04-19 01:00:00,ALTE,24.0,0.0,-24.0
2021-04-19 04:00:00,2021-04-19 00:00:00,2021-04-19 05:00:00,2021-04-19 01:00:00,ALTW,63.0,-37.5,-100.5
2021-04-19 04:00:00,2021-04-19 00:00:00,2021-04-19 05:00:00,2021-04-19 01:00:00,AMIL,298.0,0.0,-298.0
2021-04-19 04:00:00,2021-04-19 00:00:00,2021-04-19 05:00:00,2021-04-19 01:00:00,CIN,-623.0,-993.0,-370.0
2021-04-19 04:00:00,2021-04-19 00:00:00,2021-04-19 05:00:00,2021-04-19 01:00:00,CPLE,210.0,58.0,-152.0
2021-04-19 04:00:00,2021-04-19 00:00:00,2021-04-19 05:00:00,2021-04-19 01:00:00,CPLW,7.0,0.0,-7.0
2021-04-19 04:00:00,2021-04-19 00:00:00,2021-04-19 05:00:00,2021-04-19 01:00:00,CWLP,-53.0,0.0,53.0
2021-04-19 04:00:00,2021-04-19 00:00:00,2021-04-19 05:00:00,2021-04-19 01:00:00,DUK,589.0,334.0,-255.0
2021-04-19 04:00:00,2021-04-19 00:00:00,2021-04-19 05:00:00,2021-04-19 01:00:00,HUDS,-0.276,-0.276,0.0
2021-04-19 04:00:00,2021-04-19 00:00:00,2021-04-19 05:00:00,2021-04-19 01:00:00,IPL,-635.0,-100.0,535.0
2021-04-19 04:00:00,2021-04-19 00:00:00,2021-04-19 05:00:00,2021-04-19 01:00:00,LAGN,0.0,0.0,0.0
2021-04-19 04:00:00,2021-04-19 00:00:00,2021-04-19 05:00:00,2021-04-19 01:00:00,LGEE,99.0,-61.0,-160.0
2021-04-19 04:00:00,2021-04-19 00:00:00,2021-04-19 05:00:00,2021-04-19 01:00:00,LIND,-219.492,-219.492,0.0
2021-04-19 04:00:00,2021-04-19 00:00:00,2021-04-19 05:00:00,2021-04-19 01:00:00,MDU,0.0,0.0,0.0
2021-04-19 04:00:00,2021-04-19 00:00:00,2021-04-19 05:00:00,2021-04-19 01:00:00,MEC,-891.0,-647.0,244.0
2021-04-19 04:00:00,2021-04-19 00:00:00,2021-04-19 05:00:00,2021-04-19 01:00:00,MECS,-1862.0,-500.0,1362.0
2021-04-19 04:00:00,2021-04-19 00:00:00,2021-04-19 05:00:00,2021-04-19 01:00:00,NEPT,-381.639,-381.639,0.0
2021-04-19 04:00:00,2021-04-19 00:00:00,2021-04-19 05:00:00,2021-04-19 01:00:00,NIPS,-1144.0,0.0,1144.0
2021-04-19 04:00:00,2021-04-19 00:00:00,2021-04-19 05:00:00,2021-04-19 01:00:00,NYIS,7.706,36.987,29.281
2021-04-19 04:00:00,2021-04-19 00:00:00,2021-04-19 05:00:00,2021-04-19 01:00:00,SIGE,7.0,0.0,-7.0
2021-04-19 04:00:00,2021-04-19 00:00:00,2021-04-19 05:00:00,2021-04-19 01:00:00,TVA,1074.0,310.0,-764.0
2021-04-19 04:00:00,2021-04-19 00:00:00,2021-04-19 05:00:00,2021-04-19 01:00:00,WEC,1249.0,-94.0,-1343.0
2021-04-19 05:00:00,2021-04-19 01:00:00,2021-04-19 06:00:00,2021-04-19 02:00:00,ALTE,38.0,125.0,87.0
2021-04-19 05:00:00,2021-04-19 01:00:00,2021-04-19 06:00:00,2021-04-19 02:00:00,ALTW,-13.0,-100.0,-87.0
2021-04-19 05:00:00,2021-04-19 01:00:00,2021-04-19 06:00:00,2021-04-19 02:00:00,AMIL,146.0,0.0,-146.0
2021-04-19 05:00:00,2021-04-19 01:00:00,2021-04-19 06:00:00,2021-04-19 02:00:00,CIN,-585.0,-1323.0,-738.0
2021-04-19 05:00:00,2021-04-19 01:00:00,2021-04-19 06:00:00,2021-04-19 02:00:00,CPLE,193.0,70.0,-123.0
2021-04-19 05:00:00,2021-04-19 01:00:00,2021-04-19 06:00:00,2021-04-19 02:00:00,CPLW,-2.0,0.0,2.0
2021-04-19 05:00:00,2021-04-19 01:00:00,2021-04-19 06:00:00,2021-04-19 02:00:00,CWLP,-49.0,0.0,49.0
2021-04-19 05:00:00,2021-04-19 01:00:00,2021-04-19 06:00:00,2021-04-19 02:00:00,DUK,540.0,344.0,-196.0
2021-04-19 05:00:00,2021-04-19 01:00:00,2021-04-19 06:00:00,2021-04-19 02:00:00,HUDS,-0.288,-0.288,0.0
2021-04-19 05:00:00,2021-04-19 01:00:00,2021-04-19 06:00:00,2021-04-19 02:00:00,IPL,-617.0,-150.0,467.0
2021-04-19 05:00:00,2021-04-19 01:00:00,2021-04-19 06:00:00,2021-04-19 02:00:00,LAGN,0.0,0.0,0.0
2021-04-19 05:00:00,2021-04-19 01:00:00,2021-04-19 06:00:00,2021-04-19 02:00:00,LGEE,128.0,-61.0,-189.0
2021-04-19 05:00:00,2021-04-19 01:00:00,2021-04-19 06:00:00,2021-04-19 02:00:00,LIND,-198.562,-198.562,0.0
2021-04-19 05:00:00,2021-04-19 01:00:00,2021-04-19 06:00:00,2021-04-19 02:00:00,MDU,0.0,0.0,0.0
2021-04-19 05:00:00,2021-04-19 01:00:00,2021-04-19 06:00:00,2021-04-19 02:00:00,MEC,-914.0,-647.0,267.0
2021-04-19 05:00:00,2021-04-19 01:00:00,2021-04-19 06:00:00,2021-04-19 02:00:00,MECS,-2051.0,-637.5,1413.5
2021-04-19 05:00:00,2021-04-19 01:00:00,2021-04-19 06:00:00,2021-04-19 02:00:00,NEPT,-381.636,-381.636,0.0
2021-04-19 05:00:00,2021-04-19 01:00:00,2021-04-19 06:00:00,2021-04-19 02:00:00,NIPS,-1122.0,0.0,1122.0
2021-04-19 05:00:00,2021-04-19 01:00:00,2021-04-19 06:00:00,2021-04-19 02:00:00,NYIS,-134.97,21.021,155.991
2021-04-19 05:00:00,2021-04-19 01:00:00,2021-04-19 06:00:00,2021-04-19 02:00:00,SIGE,28.0,0.0,-28.0
2021-04-19 05:00:00,2021-04-19 01:00:00,2021-04-19 06:00:00,2021-04-19 02:00:00,TVA,1004.0,303.0,-701.0
2021-04-19 05:00:00,2021-04-19 01:00:00,2021-04-19 06:00:00,2021-04-19 02:00:00,WEC,1285.0,-94.0,-1379.0
2021-04-19 06:00:00,2021-04-19 02:00:00,2021-04-19 07:00:00,2021-04-19 03:00:00,ALTE,-50.0,125.0,175.0
2021-04-19 06:00:00,2021-04-19 02:00:00,2021-04-19 07:00:00,2021-04-19 03:00:00,ALTW,-65.0,-100.0,-35.0
2021-04-19 06:00:00,2021-04-19 02:00:00,2021-04-19 07:00:00,2021-04-19 03:00:00,AMIL,-95.0,0.0,95.0
2021-04-19 06:00:00,2021-04-19 02:00:00,2021-04-19 07:00:00,2021-04-19 03:00:00,CIN,-576.0,-1523.0,-947.0
2021-04-19 06:00:00,2021-04-19 02:00:00,2021-04-19 07:00:00,2021-04-19 03:00:00,CPLE,272.0,77.0,-195.0
2021-04-19 06:00:00,2021-04-19 02:00:00,2021-04-19 07:00:00,2021-04-19 03:00:00,CPLW,-8.0,0.0,8.0
