datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,tie_line,actual_flow,sched_flow,inadv_flow
2021-04-30 04:00:00,2021-04-30 00:00:00,2021-04-30 05:00:00,2021-04-30 01:00:00,ALTE,-460.0,-386.5,73.5
2021-04-30 04:00:00,2021-04-30 00:00:00,2021-04-30 05:00:00,2021-04-30 01:00:00,ALTW,-537.0,-75.0,462.0
2021-04-30 04:00:00,2021-04-30 00:00:00,2021-04-30 05:00:00,2021-04-30 01:00:00,AMIL,-438.0,-100.0,338.0
2021-04-30 04:00:00,2021-04-30 00:00:00,2021-04-30 05:00:00,2021-04-30 01:00:00,CIN,-927.0,-775.0,152.0
2021-04-30 04:00:00,2021-04-30 00:00:00,2021-04-30 05:00:00,2021-04-30 01:00:00,CPLE,67.0,-75.0,-142.0
2021-04-30 04:00:00,2021-04-30 00:00:00,2021-04-30 05:00:00,2021-04-30 01:00:00,CPLW,-80.0,0.0,80.0
2021-04-30 04:00:00,2021-04-30 00:00:00,2021-04-30 05:00:00,2021-04-30 01:00:00,CWLP,-101.0,0.0,101.0
2021-04-30 04:00:00,2021-04-30 00:00:00,2021-04-30 05:00:00,2021-04-30 01:00:00,DUK,100.0,12.0,-88.0
2021-04-30 04:00:00,2021-04-30 00:00:00,2021-04-30 05:00:00,2021-04-30 01:00:00,HUDS,-62.316,-62.316,0.0
2021-04-30 04:00:00,2021-04-30 00:00:00,2021-04-30 05:00:00,2021-04-30 01:00:00,IPL,-381.0,-150.0,231.0
2021-04-30 04:00:00,2021-04-30 00:00:00,2021-04-30 05:00:00,2021-04-30 01:00:00,LAGN,0.0,0.0,0.0
2021-04-30 04:00:00,2021-04-30 00:00:00,2021-04-30 05:00:00,2021-04-30 01:00:00,LGEE,112.0,-42.0,-154.0
2021-04-30 04:00:00,2021-04-30 00:00:00,2021-04-30 05:00:00,2021-04-30 01:00:00,LIND,-254.506,-254.506,0.0
2021-04-30 04:00:00,2021-04-30 00:00:00,2021-04-30 05:00:00,2021-04-30 01:00:00,MDU,0.0,2.0,2.0
2021-04-30 04:00:00,2021-04-30 00:00:00,2021-04-30 05:00:00,2021-04-30 01:00:00,MEC,-941.0,-647.0,294.0
2021-04-30 04:00:00,2021-04-30 00:00:00,2021-04-30 05:00:00,2021-04-30 01:00:00,MECS,675.0,-690.0,-1365.0
2021-04-30 04:00:00,2021-04-30 00:00:00,2021-04-30 05:00:00,2021-04-30 01:00:00,NEPT,-381.433,-381.433,0.0
2021-04-30 04:00:00,2021-04-30 00:00:00,2021-04-30 05:00:00,2021-04-30 01:00:00,NIPS,-1392.0,0.0,1392.0
2021-04-30 04:00:00,2021-04-30 00:00:00,2021-04-30 05:00:00,2021-04-30 01:00:00,NYIS,221.492,-46.746,-268.238
2021-04-30 04:00:00,2021-04-30 00:00:00,2021-04-30 05:00:00,2021-04-30 01:00:00,SIGE,15.0,0.0,-15.0
2021-04-30 04:00:00,2021-04-30 00:00:00,2021-04-30 05:00:00,2021-04-30 01:00:00,TVA,327.0,0.0,-327.0
2021-04-30 04:00:00,2021-04-30 00:00:00,2021-04-30 05:00:00,2021-04-30 01:00:00,WEC,640.0,-200.0,-840.0
2021-04-30 05:00:00,2021-04-30 01:00:00,2021-04-30 06:00:00,2021-04-30 02:00:00,ALTE,-538.0,-498.75,39.25
2021-04-30 05:00:00,2021-04-30 01:00:00,2021-04-30 06:00:00,2021-04-30 02:00:00,ALTW,-332.0,-100.0,232.0
2021-04-30 05:00:00,2021-04-30 01:00:00,2021-04-30 06:00:00,2021-04-30 02:00:00,AMIL,-458.0,-100.0,358.0
2021-04-30 05:00:00,2021-04-30 01:00:00,2021-04-30 06:00:00,2021-04-30 02:00:00,CIN,-961.0,-925.0,36.0
2021-04-30 05:00:00,2021-04-30 01:00:00,2021-04-30 06:00:00,2021-04-30 02:00:00,CPLE,104.0,-24.0,-128.0
2021-04-30 05:00:00,2021-04-30 01:00:00,2021-04-30 06:00:00,2021-04-30 02:00:00,CPLW,-69.0,0.0,69.0
2021-04-30 05:00:00,2021-04-30 01:00:00,2021-04-30 06:00:00,2021-04-30 02:00:00,CWLP,-115.0,0.0,115.0
2021-04-30 05:00:00,2021-04-30 01:00:00,2021-04-30 06:00:00,2021-04-30 02:00:00,DUK,127.0,0.0,-127.0
