datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,tie_line,actual_flow,sched_flow,inadv_flow
2014-07-20 04:00:00,2014-07-20 00:00:00,2014-07-20 05:00:00,2014-07-20 01:00:00,AEP-C,0.0,0.0,0.0
2014-07-20 04:00:00,2014-07-20 00:00:00,2014-07-20 05:00:00,2014-07-20 01:00:00,AEP-P,0.0,0.0,0.0
2014-07-20 04:00:00,2014-07-20 00:00:00,2014-07-20 05:00:00,2014-07-20 01:00:00,ALEX,0.0,0.0,0.0
2014-07-20 04:00:00,2014-07-20 00:00:00,2014-07-20 05:00:00,2014-07-20 01:00:00,ALTE,-939.0,0.0,-939.0
2014-07-20 04:00:00,2014-07-20 00:00:00,2014-07-20 05:00:00,2014-07-20 01:00:00,ALTW,-32.0,0.0,-32.0
2014-07-20 04:00:00,2014-07-20 00:00:00,2014-07-20 05:00:00,2014-07-20 01:00:00,ALWX,0.0,0.0,0.0
2014-07-20 04:00:00,2014-07-20 00:00:00,2014-07-20 05:00:00,2014-07-20 01:00:00,AMIL,1397.0,58.0,1339.0
2014-07-20 04:00:00,2014-07-20 00:00:00,2014-07-20 05:00:00,2014-07-20 01:00:00,APS,0.0,0.0,0.0
2014-07-20 04:00:00,2014-07-20 00:00:00,2014-07-20 05:00:00,2014-07-20 01:00:00,CIN,-869.0,-200.0,-669.0
2014-07-20 04:00:00,2014-07-20 00:00:00,2014-07-20 05:00:00,2014-07-20 01:00:00,CPLE,618.0,0.0,618.0
2014-07-20 04:00:00,2014-07-20 00:00:00,2014-07-20 05:00:00,2014-07-20 01:00:00,CPLW,-188.0,0.0,-188.0
2014-07-20 04:00:00,2014-07-20 00:00:00,2014-07-20 05:00:00,2014-07-20 01:00:00,CWLP,-63.0,0.0,-63.0
2014-07-20 04:00:00,2014-07-20 00:00:00,2014-07-20 05:00:00,2014-07-20 01:00:00,DUK,-51.0,-28.0,-23.0
2014-07-20 04:00:00,2014-07-20 00:00:00,2014-07-20 05:00:00,2014-07-20 01:00:00,FE,0.0,0.0,0.0
2014-07-20 04:00:00,2014-07-20 00:00:00,2014-07-20 05:00:00,2014-07-20 01:00:00,HUDS,0.0,0.0,0.0
2014-07-20 04:00:00,2014-07-20 00:00:00,2014-07-20 05:00:00,2014-07-20 01:00:00,IPL,-71.0,-205.0,134.0
2014-07-20 04:00:00,2014-07-20 00:00:00,2014-07-20 05:00:00,2014-07-20 01:00:00,LAGN,0.0,945.0,-945.0
